fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
48459,US,TX,Upshur County,county,,iso1:us#iso2:us-tx#fips:48459,,41753,0.0541,other,1.710741059,,0.821180797,0.972563705,,,,1,1,1,4,0,4,4,3301,75,,,,,,3,,,,1,,0,,9810,8410,5/31/21,https://covidactnow.org/us/texas-tx/county/upshur_county,0.234953177,0.201422652,0,17301
48461,US,TX,Upton County,county,,iso1:us#iso2:us-tx#fips:48461,,3657,,other,0,,1,1.167521158,,,,0,4,0,4,1,4,4,373,10,,,,29,32,1,0.1,8,6,0,,0,,1215,1021,5/31/21,https://covidactnow.org/us/texas-tx/county/upton_county,0.332239541,0.279190593,0,2227
48463,US,TX,Uvalde County,county,,iso1:us#iso2:us-tx#fips:48463,,26741,0.0508,other,1.068450266,,1.185986436,0.983609447,,,0.238095238,2,1,1,4,2,4,0,3595,72,,,,25,17,0,0.66,3,0,1,0.36,1,,10365,8819,5/31/21,https://covidactnow.org/us/texas-tx/county/uvalde_county,0.387607045,0.329793201,0,18541
48465,US,TX,Val Verde County,county,,iso1:us#iso2:us-tx#fips:48465,,49025,0.0404,other,9.32468857,,1.101102684,0.853325307,,,,2,1,1,4,2,4,4,7921,233,,,,93,17,3,0.45,5,1,1,0.77,0,,22804,16227,5/31/21,https://covidactnow.org/us/texas-tx/county/val_verde_county,0.465150433,0.330994391,0,36717
48467,US,TX,Van Zandt County,county,,iso1:us#iso2:us-tx#fips:48467,,56590,0.0882,other,5.553732361,,0.700289786,0.828472453,inf,,,1,1,1,4,0,4,4,4385,120,,,,52,,4,,0,,1,,0,,15195,12928,5/31/21,https://covidactnow.org/us/texas-tx/county/van_zandt_county,0.268510338,0.228450256,0,26500
48469,US,TX,Victoria County,county,,iso1:us#iso2:us-tx#fips:48469,,92084,0.1387,other,14.27268271,,0.816733668,0.390198857,0.558324105,,0.785529715,2,2,2,4,0,1,1,9094,216,,,,726,265,45,0.42,55,43,17,0.65,0,,32196,27671,5/31/21,https://covidactnow.org/us/texas-tx/county/victoria_county,0.349637288,0.300497372,1,58423
48471,US,TX,Walker County,county,,iso1:us#iso2:us-tx#fips:48471,,72971,0.0192,other,13.70407422,,0.763144428,0.557665719,0.206855792,,0.978723405,2,0,2,4,0,0,3,8800,131,,,,123,65,6,0.61,6,6,1,0.49,0,,26732,19305,5/31/21,https://covidactnow.org/us/texas-tx/county/walker_county,0.366337312,0.264557153,0,43342
48473,US,TX,Waller County,county,,iso1:us#iso2:us-tx#fips:48473,,55246,0.0403,other,6.033619327,,0.642706145,0.714728161,,,,1,1,1,4,0,4,4,4206,49,,,,,,5,,,,1,,0,,16834,13342,5/31/21,https://covidactnow.org/us/texas-tx/county/waller_county,0.304709843,0.241501647,0,28869
48475,US,TX,Ward County,county,,iso1:us#iso2:us-tx#fips:48475,,11998,0.0556,other,8.334722454,,1.265237596,1.134492362,,,,2,1,1,4,2,4,4,1206,24,,,,25,25,1,0.27,0,,0,,0,,3774,3245,5/31/21,https://covidactnow.org/us/texas-tx/county/ward_county,0.314552425,0.270461744,0,6718
48477,US,TX,Washington County,county,,iso1:us#iso2:us-tx#fips:48477,,35882,0.0392,other,11.14765063,,0.796995943,0.754182279,0.194174757,,,2,1,2,4,0,0,4,4141,94,,,,60,9,2,0.22,5,,1,0.18,0,,14322,12077,5/31/21,https://covidactnow.org/us/texas-tx/county/washington_county,0.399141631,0.336575442,0,25713
48479,US,TX,Webb County,county,,iso1:us#iso2:us-tx#fips:48479,,276652,0.0283,other,2.375341068,,0.680139349,0.514669894,0.203464713,,0.912568305,1,0,1,4,0,0,3,44179,841,,,,569,314,11,0.68,52,47,5,0.74,0,,164593,129477,5/31/21,https://covidactnow.org/us/texas-tx/county/webb_county,0.594945997,0.468013967,0,281056
48481,US,TX,Wharton County,county,,iso1:us#iso2:us-tx#fips:48481,,41556,0.0979,other,10.02663073,,0.716919775,0.697713225,,,0.321428573,2,1,2,4,0,4,0,4200,116,,,,49,13,1,0.28,4,1,1,0.07,0,,15347,12324,5/31/21,https://covidactnow.org/us/texas-tx/county/wharton_county,0.369308884,0.296563673,0,26034
48483,US,TX,Wheeler County,county,,iso1:us#iso2:us-tx#fips:48483,,5056,0.182,other,6.592827004,,0.960552244,0.847221067,,,,2,2,1,4,1,4,4,567,11,,,,41,4,1,0.07,49,48,38,,0,,1468,1269,5/31/21,https://covidactnow.org/us/texas-tx/county/wheeler_county,0.290348101,0.250988924,0,2531
48485,US,TX,Wichita County,county,,iso1:us#iso2:us-tx#fips:48485,,132230,0.024,other,2.48484783,,0.634410587,0.679669747,0.130662021,,0.841463415,1,0,1,4,0,0,2,15138,377,,,,840,229,9,0.7,23,19,1,0.65,0,,44543,39077,5/31/21,https://covidactnow.org/us/texas-tx/county/wichita_county,0.336860017,0.295522952,0,78309
48487,US,TX,Wilbarger County,county,,iso1:us#iso2:us-tx#fips:48487,,12769,0.04,other,10.06902879,,1.30660638,1.039907837,,,,2,1,2,4,2,4,4,1928,55,,,,687,12,1,0.19,4,0,1,,0,,4833,4438,5/31/21,https://covidactnow.org/us/texas-tx/county/wilbarger_county,0.378494792,0.347560498,0,8422
48489,US,TX,Willacy County,county,,iso1:us#iso2:us-tx#fips:48489,,21358,0.0374,other,24.07930117,,0.97707319,0.804373999,,,,2,1,2,4,1,4,4,3054,88,,,,,,2,,,,1,,14,,9846,7612,5/31/21,https://covidactnow.org/us/texas-tx/county/willacy_county,0.460998221,0.356400412,0,17180
48491,US,TX,Williamson County,county,,iso1:us#iso2:us-tx#fips:48491,,590551,0.0133,other,3.918858345,,0.634837014,0.277808203,0.09758603,,0.853107346,1,0,1,4,0,0,3,46690,476,,,,1104,498,17,0.67,101,86,5,0.66,0,,308695,247084,5/31/21,https://covidactnow.org/us/texas-tx/county/williamson_county,0.522723694,0.418395702,0,534226
48493,US,TX,Wilson County,county,,iso1:us#iso2:us-tx#fips:48493,,51070,0.0588,other,8.951299337,,0.76615881,0.713644543,,,,1,1,1,4,0,4,4,4288,69,,,,44,7,0,0.2,4,0,0,0.2,0,,18969,15308,5/31/21,https://covidactnow.org/us/texas-tx/county/wilson_county,0.371431369,0.299745447,0,32175
48495,US,TX,Winkler County,county,,iso1:us#iso2:us-tx#fips:48495,,8010,,other,1.78348493,,1,1.167521158,,,,1,4,1,4,1,4,4,770,21,,,,19,3,0,0.12,0,,0,,1,,2273,1964,5/31/21,https://covidactnow.org/us/texas-tx/county/winkler_county,0.283770287,0.245193508,0,3991
48497,US,TX,Wise County,county,,iso1:us#iso2:us-tx#fips:48497,,69984,0.04,other,7.34861846,,0.880858874,0.790631872,,,0.779411764,1,1,1,4,0,4,1,7406,121,,,,180,86,1,0.68,19,15,1,0.69,0,,20096,17511,5/31/21,https://covidactnow.org/us/texas-tx/county/wise_county,0.287151349,0.250214335,0,35580
48499,US,TX,Wood County,county,,iso1:us#iso2:us-tx#fips:48499,,45539,0.0508,other,3.764434253,,0.887348637,0.863919007,1.902173913,,,1,1,1,4,0,3,4,3462,129,,,,50,23,0,0.32,1,0,1,,0,,15084,13083,5/31/21,https://covidactnow.org/us/texas-tx/county/wood_county,0.33123257,0.287292211,0,26305
48501,US,TX,Yoakum County,county,,iso1:us#iso2:us-tx#fips:48501,,8713,,other,1.639586168,,1,1.167521158,,,,1,4,1,4,1,4,4,874,27,,,,24,4,0,0.18,0,,0,,0,,2740,2326,5/31/21,https://covidactnow.org/us/texas-tx/county/yoakum_county,0.314472627,0.26695742,0,4585
48503,US,TX,Young County,county,,iso1:us#iso2:us-tx#fips:48503,,18010,0.009,other,0.793210121,,1.176633107,1.036760951,,,,0,0,0,4,2,4,4,2181,45,,,,50,17,1,0.28,9,3,1,,0,,5383,4767,5/31/21,https://covidactnow.org/us/texas-tx/county/young_county,0.298889506,0.264686285,0,9353
48505,US,TX,Zapata County,county,,iso1:us#iso2:us-tx#fips:48505,,14179,0.0313,other,8.060209767,,1.242851116,1.172903331,,,,2,1,1,4,2,4,4,1780,36,,,,,,1,,,,0,,0,,6882,5722,5/31/21,https://covidactnow.org/us/texas-tx/county/zapata_county,0.485365682,0.403554553,0,11782
48507,US,TX,Zavala County,county,,iso1:us#iso2:us-tx#fips:48507,,11840,0.0952,other,4.826254826,,1.215059534,1.125132754,,,,2,1,1,4,2,4,4,1819,41,,,,,,1,,,,0,,0,,4618,3779,5/31/21,https://covidactnow.org/us/texas-tx/county/zavala_county,0.390033784,0.319172297,0,8313
